"CID","CanonicalSMILES","IUPACName","Title","MolecularFormula","MolecularWeight","XLogP","HBondDonorCount","HBondAcceptorCount"
360,"CCC(=CCCCC(C)CCOP(=O)(O)OC1C(C(C(C(O1)CO)O)O)O)C","3,8-dimethyldec-7-enyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","3,8-Dimethyldec-7-enyl [3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate","C18H35O9P",426.4,1.5,5,9
361,"C1C(CC(=O)C=C1O)O","3,5-dihydroxycyclohex-2-en-1-one","Dihydrophloroglucinol","C6H8O3",128.13,-0.7,2,3
362,"C1=CC=C2C(C(C=CC2=C1)O)O","1,2-dihydronaphthalene-1,2-diol","1,2-Dihydronaphthalene-1,2-diol","C10H10O2",162.18,0.8,2,2
363,"C(C=O)N","2-aminoacetaldehyde","2-Aminoacetaldehyde","C2H5NO",59.07,-1.2,1,2
364,"C(C(C(=O)O)N)N","2,3-diaminopropanoic acid","2,3-Diaminopropionic acid","C3H8N2O2",104.11,-4.3,3,4
365,"CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadeca-9,12-dienethioate","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octadeca-9,12-dienethioate","C39H66N7O17P3S",1030.0,1.1,9,22
366,"CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C","(4-methyl-2-oxochromen-7-yl) acetate","4-Methylumbelliferyl acetate","C12H10O4",218.20,2.000,0,4
367,"CC1=C2C=CC(=O)C=C2OC(=C1)O","2-hydroxy-4-methylchromen-7-one","","C10H8O3",176.17,0.7,1,3
368,"C(CCNCCCCN)CN","N'-(4-aminobutyl)butane-1,4-diamine","Sym-homospermidine","C8H21N3",159.27,-0.7,3,3
369,"C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(O)(O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O)NC(=NC2=O)N","6-[[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-dihydroxy-lambda5-phosphanyl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","","C16H25N5O17P2",621.3,-6.7,11,18
370,"C1=C(C=C(C(=C1O)O)O)C(=O)O","3,4,5-trihydroxybenzoic acid","Gallic acid","C7H6O5",170.12,0.700,4,5
371,"C(#CC(=O)O)C(=O)O","but-2-ynedioic acid","Acetylenedicarboxylic acid","C4H2O4",114.06,0.1,2,4
372,"C1=C(C=C(OC1=O)C(=O)O)C(=O)O","6-oxopyran-2,4-dicarboxylic acid","2-oxo-2H-pyran-4,6-dicarboxylic acid","C7H4O6",184.10,-0.2,2,6
373,"C(=C(C=C(O)O)C(=O)O)C(=O)C(=O)O","2-(2,2-dihydroxyethenyl)-4-oxopent-2-enedioic acid","","C7H6O7",202.12,-0.600,4,7
374,"C(C(=CC(=O)C(=O)O)C(=O)O)C(=O)O","4-oxobut-2-ene-1,2,4-tricarboxylic acid","4-Oxobut-2-ene-1,2,4-tricarboxylic acid","C7H6O7",202.12,-1.1,3,7
375,"CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C","3,7,11,15,19,23,27,31,35,39,43-undecamethyltetratetraconta-2,6,10,14,18,22,26,30,34,38,42-undecaen-1-ol","Moraprenol 11","C55H90O",767.3,19.6,1,1
376,"CC(=O)CC(CC(=O)O)O","3-hydroxy-5-oxohexanoic acid","3-Hydroxy-5-oxohexanoic acid","C6H10O4",146.14,-1.2,2,4
377,"CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)C","[3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [3,8-dimethyldec-7-enoxy(hydroxy)phosphoryl] hydrogen phosphate","[3-Acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] [3,8-dimethyldec-7-enoxy(hydroxy)phosphoryl] hydrogen phosphate","C20H39NO12P2",547.5,0.4,6,12
378,"C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O","(4-nitrophenyl) dihydrogen phosphate","4-Nitrophenyl phosphate","C6H6NO6P",219.09,0.300,2,6
379,"CCCCCCCC(=O)O","octanoic acid","Octanoic acid","C8H16O2",144.21,3.000,1,2
380,"CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] octanethioate","capryloyl-CoA","C29H50N7O17P3S",893.7,-2.6,9,22
381,"CC(=O)CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-5-oxohexanethioate","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-hydroxy-5-oxohexanethioate","C27H44N7O19P3S",895.7,-6.7,10,24
382,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=C(C=C4)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-hydroxybenzenecarbothioate","4-Hydroxybenzoyl-coenzyme A; (Acyl-CoA); [M+H]+","C28H40N7O18P3S",887.6,-4.3,10,23
383,"CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(C7)O)C)O)O)C","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanethioate","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanethioate","C45H74N7O20P3S",1158.1,-1.900,12,25
384,"CCCC(C(=O)O)NC(C)C(=O)O","2-(1-carboxyethylamino)pentanoic acid","2-(1-Carboxyethylamino)pentanoic acid","C8H15NO4",189.21,-1.600,3,5
385,"C(CCC(=O)O)CCC(=O)O","heptanedioic acid","Pimelic acid","C7H12O4",160.17,0.500,2,4
386,"CC(C)CCCC(C)CCCC(C)CCCC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3,7,11,15-tetramethylhexadecanethioate","Phytanoyl-coenzyme A; (Acyl-CoA); [M+H]+","C41H74N7O17P3S",1062.1,2.9,9,22
387,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-phenylethanethioate","S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-phenylethanethioate","C29H42N7O17P3S",885.7,-4.0,9,22
388,"CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C(=O)O)O)O","4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-2-hydroxy-4-oxobutanoic acid","Malyl-coenzyme A","C25H40N7O20P3S",883.6,-6.8,11,25
389,"C(CC(C(=O)O)N)CN","2,5-diaminopentanoic acid","DL-Ornithine","C5H12N2O2",132.16,-4.400,3,4
390,"C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O","6-[[[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","UDP-a-D-Galacturonic acid","C15H22N2O18P2",580.28,-6.4,9,18
391,"CCC(=CCCCC(C)CCOP(=O)(O)OP(=O)(O)O)C","3,8-dimethyldec-7-enyl phosphono hydrogen phosphate","3,8-Dimethyldec-7-enyl phosphono hydrogen phosphate","C12H26O7P2",344.28,2.0,3,7
392,"C(CC(CC(=O)O)N)CN","3,6-diaminohexanoic acid","beta-Lysine","C6H14N2O2",146.19,-3.7,3,4
393,"C(C(C(C(=O)C(C(=O)O)O)O)O)OP(=O)(O)O","2,4,5-trihydroxy-3-oxo-6-phosphonooxyhexanoic acid","2,4,5-Trihydroxy-3-oxo-6-phosphonooxyhexanoic acid","C6H11O10P",274.12,-3.9,6,10
394,"CCC1=C(C2C=C3C(=C(C(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(=C4CCC(=O)O)C)[N-]3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N.[Fe+3]","3-[7,12-bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6H-porphyrin-21,22,23-triid-2-yl]propanoic acid;iron(3+)","","C43H55FeN8O6S2",899.9,"",6,14
395,"CCC1=C(C2C=C3C(=C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC1=N2)N5)C(C)SCC(C(=O)NC)N)C)C)CCC(=O)O)N3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N","3-[7,12-bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6,21,23,24-tetrahydroporphyrin-2-yl]propanoic acid","3-[7,12-Bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6,21,23,24-tetrahydroporphyrin-2-yl]propanoic acid","C43H58N8O6S2",847.1,-3.7,9,13
396,"CCC1=C(C2C=C3C(=C(C(=CC4=NC(=CC5=C(C(=C([N-]5)C=C1[N-]2)C(C)SCC(C(=O)NC)N)C)C(=C4CCC(=O)O)C)[N-]3)CCC(=O)O)C)C(C)SCC(C(=O)NC)N.[Fe+2]","3-[7,12-bis[1-[2-amino-3-(methylamino)-3-oxopropyl]sulfanylethyl]-18-(2-carboxyethyl)-8-ethyl-3,13,17-trimethyl-6H-porphyrin-21,22,23-triid-2-yl]propanoic acid;iron(2+)","","C43H55FeN8O6S2-",899.9,"",6,14
397,"C1=CC=C2C(=C1)C(=CN2)CC(=O)N","2-(1H-indol-3-yl)acetamide","Indole-3-acetamide","C10H10N2O",174.20,0.800,2,1
398,"CC(C)[N+](=O)[O-]","2-nitropropane","2-Nitropropane","C3H7NO2",89.09,0.800,0,2
399,"C(=CC(=O)O)C(=CC(=O)O)C(=O)O","buta-1,3-diene-1,2,4-tricarboxylic acid","Buta-1,3-diene-1,2,4-tricarboxylic acid","C7H6O6",186.12,-0.5,3,6
400,"C1=CC=C(C(=C1)C=O)NC=O","N-(2-formylphenyl)formamide","N-(2-formylphenyl)formamide","C8H7NO2",149.15,1.1,1,2
401,"C1C(C(=O)NO1)N","4-amino-1,2-oxazolidin-3-one","4-Aminoisoxazolidin-3-one","C3H6N2O2",102.09,-1.5,2,3
402,"S","sulfane","Hydrogen sulfide","H2S",34.08,0.5,1,1
403,"C1=CC(=CC=C1N)O","4-aminophenol","4-Aminophenol","C6H7NO",109.13,0.000,2,2
404,"C(CCNO)CC(C(=O)O)N","2-amino-6-(hydroxyamino)hexanoic acid","7-Hydroxylysine","C6H14N2O3",162.19,-3.000,4,5
405,"CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C","10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-3,7-diol","7beta-Hydroxycholes-terol","C27H46O2",402.7,7.4,2,2
406,"[O-]P(=O)[O-]","","Phosphonic acid dianion","HO3P-2",79.980,-1.8,0,3
407,"OP(=O)O","phosphonic acid","CID 407","H3O3P",81.996,-1.6,2,3
408,"CN1C(CCC1=O)C2=CN=CC=C2","1-methyl-5-pyridin-3-ylpyrrolidin-2-one","1-Methyl-5-(3-pyridinyl)-2-pyrrolidinone","C10H12N2O",176.21,-0.300,0,2
409,"C[N+]1(CCCC1C2=CN=CC=C2)[O-]","3-(1-methyl-1-oxidopyrrolidin-1-ium-2-yl)pyridine","Nicotine 1-N-oxide","C10H14N2O",178.23,0.7,0,2
410,"CN1CCCC1C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O","3,4,5-trihydroxy-6-[3-(1-methylpyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid","3,4,5-Trihydroxy-6-[3-(1-methylpyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid","C16H23N2O6+",339.36,-2.9,4,7
411,"CN1C(CCC1=O)C2=C[N+](=CC=C2)C3C(C(C(C(O3)C(=O)O)O)O)O","3,4,5-trihydroxy-6-[3-(1-methyl-5-oxopyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid","3,4,5-Trihydroxy-6-[3-(1-methyl-5-oxopyrrolidin-2-yl)pyridin-1-ium-1-yl]oxane-2-carboxylic acid","C16H21N2O7+",353.35,-1.6,4,7
412,"C1CC(NC1)C2=CN=CC=C2","3-pyrrolidin-2-ylpyridine","Nornicotine","C9H12N2",148.20,0.200,1,2
413,"C1CC(=O)NC1C2=CN=CC=C2","5-pyridin-3-ylpyrrolidin-2-one","Norcotinine","C9H10N2O",162.19,0.1,1,2
414,"CN1C(CC(C1=O)O)C2=CN=CC=C2","3-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one","2-Pyrrolidinone, 3-hydroxy-1-methyl-5-(3-pyridinyl)-","C10H12N2O2",192.21,-0.900,1,3
415,"CN1C(=O)CCC1(C2=CN=CC=C2)O","5-hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one","5-Hydroxy-1-methyl-5-pyridin-3-ylpyrrolidin-2-one","C10H12N2O2",192.21,-0.500,1,3
416,"CN1C(CC(C1=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C3=CN=CC=C3","3,4,5-trihydroxy-6-(1-methyl-2-oxo-5-pyridin-3-ylpyrrolidin-3-yl)oxyoxane-2-carboxylic acid","3-Hydroxycotinine glucuronide","C16H20N2O8",368.34,-1.7,4,9
417,"C(=CC(=O)O)C(=CC(=O)O)Cl","3-chlorohexa-2,4-dienedioic acid","CID 417","C6H5ClO4",176.55,0.6,2,4
418,"C1=CC(C(C=C1)O)O","cyclohexa-3,5-diene-1,2-diol","3,5-Cyclohexadiene-1,2-diol","C6H8O2",112.13,-0.1,2,2
419,"C(C(=O)C=CC(=O)O)C(=O)O","4-oxohex-2-enedioic acid","4-Keto hex-2-enedioic acid","C6H6O5",158.11,-0.6,2,5
420,"CC(C)CCCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C","10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol","Cholest-7-en-3beta-ol","C27H46O",386.7,8.3,1,1
421,"C(CCC(=O)O)CC(CCS)S","6,8-bis(sulfanyl)octanoic acid","Dihydrolipoic acid","C8H16O2S2",208.3,1.8,3,4
422,"C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O","2,3,4,5-tetrahydroxy-6-phosphonooxyhexanoic acid","d-Gluconic acid, 6-(dihydrogen phosphate), trisodium salt","C6H13O10P",276.14,-4.5,7,10
423,"CC(=O)CC(C(=O)O)N","2-amino-4-oxopentanoic acid","2-Amino-4-oxopentanoic acid","C5H9NO3",131.13,-3.7,2,4
424,"C(C(C(=O)O)N)C(=O)O","2-aminobutanedioic acid","DL-Aspartic acid","C4H7NO4",133.10,-2.800,3,5
425,"C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O","1-(2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one","GU17;ISL;Isoliquiritigen","C15H12O4",256.25,3.2,3,4
426,"C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN=C(N)N","2-[[1-carboxy-4-(diaminomethylideneamino)butyl]amino]pentanedioic acid","CID 426","C11H20N4O6",304.30,-4.2,6,8
427,"CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O","2-(1-carboxyethylamino)-5-(diaminomethylideneamino)pentanoic acid","5-(Amidinoamino)-2-[(carboxyethyl)amino]pentanoic acid","C9H18N4O4",246.26,-3.7,5,6
428,"C(CN)CN","propane-1,3-diamine","1,3-Diaminopropane","C3H10N2",74.13,-1.400,2,2
429,"CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3N2)CC(C(C(CO)O)O)O","7,8-dimethyl-10-(2,3,4,5-tetrahydroxypentyl)-4a,5-dihydrobenzo[g]pteridine-2,4-dione","7,8-Dimethyl-10-(2,3,4,5-tetrahydroxypentyl)-4a,5-dihydrobenzo[g]pteridine-2,4-dione","C17H22N4O6",378.4,-1.3,6,7
430,"CN1CCCC1C2=C[N+](=CC=C2)C","1-methyl-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium","N-Methylnicotinium","C11H17N2+",177.27,1.300,0,1
431,"C[N+]1=CCCC1C2=CN=CC=C2","3-(1-methyl-3,4-dihydro-2H-pyrrol-1-ium-2-yl)pyridine","Nicotine imine","C10H13N2+",161.22,0.2,0,1
432,"CN1CCCC1(C2=CN=CC=C2)O","1-methyl-2-pyridin-3-ylpyrrolidin-2-ol","1-Methyl-2-(pyridin-3-yl)pyrrolidin-2-ol","C10H14N2O",178.23,0.4,1,3
433,"C1CC(=O)N(C1C2=CN=CC=C2)CO","1-(hydroxymethyl)-5-pyridin-3-ylpyrrolidin-2-one","1-(Hydroxymethyl)-5-pyridin-3-ylpyrrolidin-2-one","C10H12N2O2",192.21,-0.400,1,3
434,"CNCCCC(=O)C1=CN=CC=C1","4-(methylamino)-1-pyridin-3-ylbutan-1-one","Pseudooxynicotine","C10H14N2O",178.23,0.300,1,3
435,"C1=CC(=CN=C1)C(=O)CCC(=O)N","4-oxo-4-pyridin-3-ylbutanamide","4-Oxo-4-(3-pyridyl)-butanamide","C9H10N2O2",178.19,-0.800,1,3
436,"CNC(=O)CCC(=O)C1=CN=CC=C1","N-methyl-4-oxo-4-pyridin-3-ylbutanamide","Oxoamide","C10H12N2O2",192.21,-0.3,1,3
437,"C1=CC(=CN=C1)C(=O)CCC(=O)O","4-oxo-4-pyridin-3-ylbutanoic acid","4-Oxo-4-(pyridin-3-yl)butanoic acid","C9H9NO3",179.17,-0.100,1,4
438,"C1=CC(=CN=C1)C(CCC(=O)O)O","4-hydroxy-4-pyridin-3-ylbutanoic acid","4-Hydroxy-4-(3-pyridyl)-butanoic acid","C9H11NO3",181.19,-0.1,2,4
439,"C1=CC(=CN=C1)C=CCC(=O)O","4-pyridin-3-ylbut-3-enoic acid","4-Pyridin-3-yl-but-3-enoic acid","C9H9NO2",163.17,0.800,1,3
440,"CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C","10,13-dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","10,13-Dimethyl-17-(6-methylheptan-2-yl)-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one","C27H44O",384.6,8.400,0,1
441,"CC(CC(=O)O)O","3-hydroxybutanoic acid","3-Hydroxybutyric acid","C4H8O3",104.10,-0.5,2,3
442,"C(C(C(C(C(=O)C(=O)O)O)O)O)OP(=O)(O)O","3,4,5-trihydroxy-2-oxo-6-phosphonooxyhexanoic acid","3,4,5-Trihydroxy-2-oxo-6-phosphonooxyhexanoic acid","C6H11O10P",274.12,-4.0,6,10
443,"CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4=O)C","10,13-dimethyl-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene-3,17-dione","5beta-Androstane-3,17-dione","C19H28O2",288.4,3.600,0,2
444,"CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C","2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one","Bupropion","C13H18ClNO",239.74,3.2,1,2
445,"CC(C(C1=CC(=CC=C1)Cl)O)NC(C)(C)C","2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-ol","2-(Tert-butylamino)-1-(3-chlorophenyl)propan-1-ol","C13H20ClNO",241.76,2.7,2,2
446,"CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)CO","1-(3-chlorophenyl)-2-[(1-hydroxy-2-methylpropan-2-yl)amino]propan-1-one","Hydroxybupropion","C13H18ClNO2",255.74,2.2,2,3
447,"C1=CC(=CC(=C1)Cl)C(=O)O","3-chlorobenzoic acid","3-Chlorobenzoic acid","C7H5ClO2",156.56,2.700,1,2
448,"C1=CC(=CC(=C1)Cl)C(=O)NCC(=O)O","2-[(3-chlorobenzoyl)amino]acetic acid","m-Chlorohippuric acid","C9H8ClNO3",213.62,0.900,2,3
449,"CC(CCO)(CC(=O)O)O","3,5-dihydroxy-3-methylpentanoic acid","Mevalonate","C6H12O4",148.16,-1.0,3,4
450,"CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O","13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol","13-Methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol","C18H24O2",272.4,4.000,2,2
451,"CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O","[[5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (3,4,5-trihydroxy-6-methyloxan-2-yl) hydrogen phosphate","","C16H25N5O15P2",589.3,-6.6,9,16
452,"C1(C(C(C(=O)C(C1O)O)O)O)O","2,3,4,5,6-pentahydroxycyclohexan-1-one","2,3,4,5,6-Pentahydroxycyclohexanone","C6H10O6",178.14,-3.3,5,6
453,"C(C(C(C(C(CO)O)O)O)O)O","hexane-1,2,3,4,5,6-hexol","Hexitol","C6H14O6",182.17,-3.100,6,6
454,"CCCCCCCC=O","octanal","Octanal","C8H16O",128.21,2.7,0,1
455,"CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O","2-amino-6-(2-hydroxypropanoyl)-4a,7,8,8a-tetrahydro-3H-pteridin-4-one","2-amino-6-(2-hydroxypropanoyl)-4a,7,8,8a-tetrahydro-3H-pteridin-4-one","C9H13N5O3",239.23,-2.8,4,6
456,"C(=O)(C(=O)O)NC(=O)N","2-(carbamoylamino)-2-oxoacetic acid","Oxaluric acid","C3H4N2O4",132.08,-0.7,3,4
457,"C[N+]1=CC=CC(=C1)C(=O)N","1-methylpyridin-1-ium-3-carboxamide","1-Methylnicotinamide","C7H9N2O+",137.16,-0.1,1,1
458,"C[S+](C)CCC(C(=O)O)N","(3-amino-3-carboxypropyl)-dimethylsulfanium","S-methylmethionine","C6H14NO2S+",164.25,-3.000,2,3
459,"C(C1C(=C(C2C(O1)NC3=C(N2)C(=O)N=C(N3)N)S)S)OP(=O)(O)O","[2-amino-4-oxo-6,7-bis(sulfanyl)-1,5,5a,8,9a,10-hexahydropyrano[3,2-g]pteridin-8-yl]methyl dihydrogen phosphate","","C10H14N5O6PS2",395.4,-2.9,8,10
460,"COC1=CC=CC=C1O","2-methoxyphenol","Guaiacol","C7H8O2",124.14,1.300,1,2
461,"CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C","3-hexadecanoyloxy-4-(trimethylazaniumyl)butanoate","Palmitoylcarnitine","C23H45NO4",399.6,7.7,0,4
