"Source Name","Live Substance Count","On-Hold Substance Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Update"
"Southern Research Specialized Biocontainment Screening Center",14,"","Legacy Depositors, NIH Initiatives","https://southernresearch.org/","Southern Research Specialized Biocontainment Screening Center","Southern Research Institute","Melinda Sosa","2000 9th Avenue South","Birmingham","AL",35205,"United States","2009/08/14"
"SPECIFIC POLYMERS (SP)",431,"","Chemical Vendors","https://specificpolymers.com/",23808,"SPECIFIC POLYMERS","Lucile Luttenauer","150 Avenue des Cocardiieres, ZAC Via Domitia","CASTRIES","",34160,"France","2021/07/06"
"Specs",217719,"","Chemical Vendors","https://www.specs.net/","Specs","Specs","Michel Damen","Bleiswijkseweg 55","Zoetermeer","Zuid-Holland","2712PB","Netherlands","2022/01/06"
"Spectra Group Synthetics",2,"","Chemical Vendors, Legacy Depositors","http://www.sglinc.com/Home/OrganicHomepage.aspx",11800,"Spectra Group Synthetics LLC","Maria Muro-Small","27800 lemoyne rd suite j","millbury","oh",43447,"United States","2015/09/10"
"Speranza Chemical Co., Ltd.",124,"","Chemical Vendors","http://www.speranzachem.com",24410,"Speranza Chemical Co., Ltd.","Catherine Yu","1809, Yingfeng center, No.6 Yinwei Road, Longgang Dis","Shenzhen","Guangdong",518000,"China","2021/09/10"
"SpiroChem",11704,"","Chemical Vendors","https://spirochem.com/",22085,"SpiroChem","Kristina Goncharenko","Rosental area, WRO-1047-3, Mattenstrasse 24","Basel","Basel Stadt",4058,"Switzerland","2018/05/29"
"Springer Nature",700882,"","Journal Publishers","https://link.springer.com",15745,"Springer-Verlag GmbH","Mirko Bitsch","Tiergartenstrasse 17","Heidelberg","Baden-Wurttemberg",69121,"Germany","2022/01/15"
"SpringerMaterials",32433,"","Journal Publishers, Subscription Services","https://materials.springer.com/",23921,"Springer-Verlag GmbH","Michael Klinge","Tiergartenstrasse 17","Heidelberg","Deutschland",69121,"Germany","2020/03/06"
"SQUARIX GmbH",609,"","Chemical Vendors","https://www.squarix.de/",10699,"SQUARIX GmbH","Thomas Rüping","Elbestr. 10, TechnoMarl","Marl","NRW",45768,"Germany","2015/05/22"
"SRMLSC",307,"","Legacy Depositors, NIH Initiatives","https://southernresearch.org/","SRMLSC","Southern Research Institute","Melinda Sosa","2000 9th Avenue South","Birmingham","AL",35205,"United States","2009/11/23"
"Stork BioChemicals",140,"","Chemical Vendors","https://www.storkbiochem.com",15276,"Stork BioChemicals","Damien Boeglin","111, Bd Duhamel de Monceau","Olivet","",45166,"France","2021/12/08"
"Strem Chemicals, Inc.",5287,"","Chemical Vendors","https://www.strem.com/index.php",23904,"Strem Chemicals, Inc.","Casey Cordeiro","7 Mulliken Way","Newburyport","MA",01950-4098,"United States","2021/12/28"
"Structural Genomics Consortium",177,"","Legacy Depositors, Research and Development","https://www.thesgc.org/","Structural Genomics Consortium","Structural Genomics Consortium","Raymond Hui","100 College St","Toronto","ON","M5G1L6","Canada","2007/08/01"
"Structural Genomics Consortium (SGC) Toronto",1,"","Research and Development","https://www.thesgc.org/",11751,"Structural Genomics Consortium - University of Toronto","Suzanne Ackloo","101 College Street, MaRS South Tower","Toronto","Ontario","M5G 1L7","Canada","2015/08/08"
"Sun-shinechem",533,"","Chemical Vendors, Legacy Depositors","http://www.sun-shinechem.com/",10643,"Shanghai Sun-shine Chemical Technology Co., Ltd(SSC)","Xiaoliang Cui","No.388 Gaoxin 2 Rd, Biomedical accelerator, DonghuHigh-Tech District","Wuhan","Hubei",430200,"China","2016/03/29"
"Suntto Chemical",341,"","Chemical Vendors, Legacy Depositors","http://www.sunttochem.com/index.php?lang=en",10680,"Suntto Chemicals Co., Ltd","Olivia Sun","88 Tongjiang Road","Changzhou","Jiangsu",213022,"China","2015/04/29"
"Sunwain",5,"","Chemical Vendors","http://www.sunwain.com",15582,"SUNWAIN CO., LTD.","George Harrison","3 Da Fu Nan Cun","Wuxi","Jiangsu",214000,"China","2017/11/26"
"Sunway Pharm",10,"","Chemical Vendors, Legacy Depositors","http://www.sunwaypharm.com/en/index.html",15725,"Shanghai Sunway Pharmaceutical Technology Co., Ltd","Herry Zeng","Room C333, 1#, No 128, Xiangyin Road","Shanghai city","Shanghai",200433,"China","2017/12/20"
"Surabhi Johari at Deepak Chetia Laboratory, Department of Pharmaceutical Sciences, Dibrugarh University along with N.C.Barua, Natural Product Laboratory, NEIST, Jorhat Assam",1,"","Legacy Depositors, Research and Development","http://www.neist.res.in/npc.php",8558,"North Eastern Institute of Science and Technology","Surabhi Johari","NEIST, Jorhat","Jorhat","Assam",786004,"India","2015/04/02"
"SureChEMBL",21641384,"","Curation Efforts, Research and Development","https://www.surechembl.org/search/",4488,"ChEMBL group, European Bioinformatics Institute (EMBL-EBI)","Anna Gaulton","Wellcome Trust Genome Campus","Hinxton","Cambridge","CB10 1SD","United Kingdom","2021/08/21"
"Suryansh Pharmachem",1,"","Chemical Vendors","http://www.suryanshgroup.com",18816,"Suryansh Pharmachem","Manmeet Singh","C-27, INDUSTRIAL AREA, PHASE-2, S.A.S NAGAR, MOHALI, SURYANSH PHARMACHEM","MOHALI","PUNJAB",160055,"India","2017/11/17"
"Suzhou GeAo New Materials Co.,Ltd",367,"","Chemical Vendors","http://www.szgeao.com/en/",22016,"Suzhou GeAo New Materials Co., Ltd","Jane Lee","Weixin Rd No.60","Suzhou","Jiangsu",215000,"China","2021/07/07"
"Suzhou Health Chemicals Co., Ltd.",1,"","Chemical Vendors","http://www.healthchems.com",23245,"Suzhou Health Chemicals Co., Ltd.","Martin Guo","No. 338, Jingang Avenue,","ZhangJiaGang City,","Jiangsu Province,",215600,"China","2018/10/23"
"Synapharm Industrial Synthesis",1,"","Chemical Vendors","http://www.synaco.com",11862,"Synapharm Industrial Synthesis","Vanessa Monseur","RUE SIMONON 8","LIEGE","LIEGE",4000,"Belgium","2019/06/03"
"Synblock Inc",119939,"","Chemical Vendors","http://www.synblock.com",1240,"Synblock Inc","Stephen Ji","15735 Rue de la Caserne, Sainte-Genevieve","Montreal","Quebec","H9H1G3","Canada","2021/11/10"
"SYNCHEM OHG",5364,"","Chemical Vendors, Legacy Depositors","https://www.synchem.de/",932,"SYNCHEM OHG","Stefan Drinkuth","Am Kies 2","Felsberg-Altenburg","Hessen",34587,"Germany","2012/06/21"
"Syncom",93,"","Chemical Vendors","https://www.syncom.eu/",11788,"Syncom BV","Erik Halza","Kadijk 3","Groningen","Groningen","9747 AT","Netherlands","2017/05/10"
"SynHet - Synthetic Heterocycles",594533,"","Chemical Vendors","https://www.synhet.com/",21010,"SynHet - Synthetic Heterocycles","Liudas Slepikas","Jegaines g. 10A","Kaunas","","LT-52490","Lithuania","2019/09/02"
"SynInnova Laboratories Inc.",1,"","Chemical Vendors","http://www.syninnova.com",10681,"SynInnova Laboratories Inc.","Babu Nallareddy","4-105A NINT Innovation center, 11421 Saskatchewan Dr. NW","Edmonton","Alberta","T6G2M9","Canada","2015/04/27"
"Syntech Labs",5417,"","Chemical Vendors","https://syntechlabs.com/",24777,"Syntech Labs Inc.","Nafis Rehman","100 Jersey Ave., Bldg D","New Brunswick","New Jersey",08901,"United States","2021/06/15"
"Syntechem",2751,"","Chemical Vendors, Legacy Depositors","http://www.syntechem.com",759,"syntechem Co.,ltd","Jack Qiu","A-1402 Aite building No.238-2 south tongjiang Rd","Changzhou","Jiangsu",213002,"China","2012/06/08"
"Syntharise",65,"","Chemical Vendors","https://syntharise.com/",11769,"Syntharise Chemical Inc.","Michael Lastoria","PO Box 438","Omemee","Ontario","K0L2W0","Canada","2021/12/06"
"Synthese Nord",2,"","Chemical Vendors","https://www.synthese-nord.de/",23252,"Synthese Nord","Joerg Behrens","Zum Flugplatz 44","Rotenburg","","","Germany","2018/11/07"
"Synthesis With Catalysts Pvt. Ltd.",60,"","Chemical Vendors","http://www.synthesiswithcatalysts.com",15588,"Synthesis with Catalysts Pvt. Ltd","Arbind Kumar","40/1B/6, Sahibabad industrial area site-4, Sahibabad","GHaziabad","Uttar Pradesh",201005,"India","2017/07/21"
"Synthink Research Chemicals",1107,"","Chemical Vendors","https://synthinkchemicals.com/",23753,"Synthink Research Chemicals","Nilesh Auti","S. No. 80, Near JSPM Shahu College, Pune - Mumbai Bypass, Tathawade","Pune","Maharashtra",411033,"India","2020/01/06"
"Syntree",48779,"","Chemical Vendors, Legacy Depositors","http://www.syntree.com/",10673,"Syntree Inc.","syn tree","Joinhands Sci Park No.4028 Nanhuan RD","Hangzhou","Zhejiang",310051,"China","2015/04/21"
"T&J Chemicals (Singapore)",32,"","Chemical Vendors","https://www.tjchem.com.sg/",22174,"T&J Chemicals (Singapore)","Chu Tu","27A Jalan Membina","Singapore","","","Singapore","2018/09/01"
"TargetMol (Target Molecule Corp.)",17715,"","Chemical Vendors","https://www.targetmol.com/contact-us",12043,"Target Molecule Corp.","Emily Levy","36 Washington Street, Wellesley Hills","Boston","MA",02481,"United States","2021/09/23"
"Taunton Lab, Cellular Molecular Pharmacology, UCSF",2,"","Research and Development","https://profiles.ucsf.edu/jack.taunton",14206,"UCSF Taunton Lab","Geoffrey Smith","600 16th Street","San Francisco","CA",94143,"United States","2016/07/25"
"TB Discovery Research, Infectious Disease Research Institute",1105,"","Legacy Depositors, Research and Development","https://www.idri.org/research/tuberculosis/",22143,"Infectious Disease Research Institute","Anuradha Kumar","1616 Eastlake Ave E","Seattle","WA",98102,"United States","2018/07/26"
"TCI (Tokyo Chemical Industry)",28255,"","Chemical Vendors","https://www.tcichemicals.com/US/en","TCI (Tokyo Chemical Industry)","TCI America","TCI Staff","4-10-1 Ninonbashi-honcho","Chuo-ku","Tokyo",103-0023,"Japan","2021/12/14"
"ten Dijke Lab, Leiden University Medical Center",70,"","Legacy Depositors, Research and Development","https://www.lumc.nl/org/moleculaire-celbiologie/medewerkers/PetertenDijke?setlanguage=English&setcountry=en",891,"Leiden University Medical Center","Long Zhang","Einthovenweg 20 Building 2, Room R-0-02","leiden","Leiden","Postbus 96","Netherlands","2012/04/30"
"Tenova Pharmaceuticals Inc",1514,"","Chemical Vendors","https://tenovapharma.com/",11805,"Tenova Pharmaceuticals Inc","Jianhua Guo","6650 Lusk Blvd Ste B107","San Diego","CA",92121,"United States","2021/01/08"
"Tetrahedron Scientific Inc",13542,"","Chemical Vendors, Legacy Depositors","http://www.thsci.com",908,"Tetrahedron Scientific Inc","Jiabin Hu","Joinhands Sci Park, No.4028 Nanhuan Road, Hangzhou ,310053 China","Hangzhou","Zhejiang",310053,"China","2012/07/18"
"THE BioTek",651940,"","Chemical Vendors","https://www.thebiotek.com/",24343,"Beijing FutureCeed Biotechnology Co., Ltd.","Leon Wang","8 Dongbeiwang West Road, Building No. 23","Beijing","",100094,"China","2022/01/12"
"The Cambridge Structural Database",487,"","Curation Efforts, Research and Development","https://www.ccdc.cam.ac.uk/",941,"Cambridge Crystallographic Data Centre","Suzanna Ward","12 Union Road","Cambridge","Cambridgeshire","CB2 1EZ","United Kingdom","2012/07/27"
"The Genomics Institute of the Novartis Research Foundation (GNF)",47052,"","Legacy Depositors, Research and Development","http://biogps.org/circadian/","The Genomics Institute of the Novartis Research Foundation (GNF)","GNF","Eric Zhang","10675 John Jay Hopkins Drive","SAN DIEGO","CA",92121,"United States","2009/08/25"
"The Natural Products Atlas",32552,"","Curation Efforts","https://www.npatlas.org/",23777,"The Natural Products Atlas","Jeffrey van Santen","8888 University Dr","Burnaby","BC","","Canada","2021/08/24"
"The Rockefeller University High Throughput Screening and Spectroscopy Resource Center",287414,"","Research and Development","https://www.rockefeller.edu/htsrc/",15619,"The Rockefeller University","Jeanne Chiaravalli","1230 York Avenue","New York","NY",10065,"United States","2018/03/15"
"The Scripps Research Institute Molecular Screening Center",673228,"","NIH Initiatives","https://hts.florida.scripps.edu/","The Scripps Research Institute Molecular Screening Center","The Scripps Research Institute","Lindsay Krainock","10550 N Torrey Pines Rd, ICND118","La Jolla","CA",92037,"United States","2020/07/14"
"The University of Alabama Libraries",2885,"","Curation Efforts","https://ir.ua.edu/",15645,"The University of Alabama","Vincent Scalfani","Box 870266","Tuscaloosa","AL",35487,"United States","2020/07/08"
"Therapeutic Target Database (TTD)",21931,"","Curation Efforts, Legacy Depositors, Research and Development","https://db.idrblab.org/ttd/",845,"Bioinformatics and Drug Design Group/National University of Singapore","Yuzong Chen","18 Science Drive 4","Singapore","Singapore",117541,"Singapore","2017/12/20"
"Thermo Fisher Scientific",78793,"","Chemical Vendors","https://www.thermofisher.com/us/en/home.html",18825,"Thermo Fisher Scientific","Pier Del Monte","300 Industry Drive","Pittsburgh","PA",15275,"United States","2022/01/13"
"Thieme Chemistry",823272,"","Journal Publishers, Subscription Services","http://www.thieme-chemistry.com",22163,"Thieme Chemistry, Georg Thieme Verlag KG","Fiona Shortt de Hernandez","Oswald Hesse Str. 50","Stuttgart","",70469,"Germany","2022/01/25"
"Thomson Pharma",4237719,"","Journal Publishers, Legacy Depositors, Subscription Services","http://www.thomson-pharma.com/","Thomson Pharma","Thomson Scientific","Linda Clark","34-42 Cleveland Street","London","n/a","W1T 4JE","United Kingdom","2016/01/04"
"TimTec",745154,"","Chemical Vendors, Legacy Depositors","https://www.timtec.net/",765,"TimTec LLC","Vladimir Ramik","301 Ruthar Drive Suite A","Newark","DE",19711,"United States","2012/08/29"
"Tocopharm",58,"","Chemical Vendors","http://www.tocopharm.com",11839,"Tocopharm","Kate Wang","Rm506,NO.80 Yichuan Rd., Shanghai,China","Shanghai","Shanghai",200065,"China","2016/04/06"
"Tocris Bioscience",5166,"","Chemical Vendors","https://www.tocris.com/",10600,"Tocris Bioscience","Tocris Bioscience","The Watkins Building, Atlantic Road","Avonmouth, Bristol","Avon","BS11 9QD","United Kingdom","2020/07/23"
"TOKU-E Company",24,"","Chemical Vendors","https://www.toku-e.com/",4437,"TOKU-E Company","Matthew Anderson","715 West Orchard Drive Suite 3","Bellingham","Washington",98225,"United States","2016/02/12"
"Total TOSLab Building-Blocks",910,"","Chemical Vendors, Legacy Depositors","http://www.toslab.com","Total TOSLab Building-Blocks","TOSLab Ltd.","Yuri Shafran","Of. X-262, 28 Mira Street","Ekaterinburg","Sverdlovsk Region",620002,"Russia","2006/07/24"
"Tox21",14406,"","Governmental Organizations","https://ncats.nih.gov/tox21",824,"NIH/NCATS","Ruili Huang","9800 Medical Center Drive","Rockville","MD",20850,"United States","2017/06/22"
"ToxPlanet",371936,"","Subscription Services","https://toxplanet.com/",15207,"ToxPlanet","Matt Timberlake","19943 Catamaran Ct","Cornelius","NC",28031,"United States","2017/04/01"
"Tractus",169344,"","Chemical Vendors, Legacy Depositors","http://www.tractuschem.com","Tractus","Tractus Company Limited","George Liu","9E,Leapont Industrial Building,18-28 Wo Liu Hang Road,Shatin,New Territories,Hong Kong","Hong Kong","Hong Kong",999077,"Hong Kong","2015/09/09"
"TripleBond",1655,"","Chemical Vendors","https://www.triplebond-canada.com/",4479,"TripleBond","Guohua Zhang","Unit 940, 199 Victoria Rd S,","Guelph","Ontario","N1G 3B2","Canada","2014/10/15"
"Trippier Lab, School of Pharmacy, Texas Tech UHSC",2,"","Research and Development","http://www.trippierlab.com/index.html",15661,"Texas Tech University Health Sciences Center","Paul Trippier","School of Pharmacy, 1300 S. Coulter","Amarillo","Tx",79109,"United States","2017/06/22"
"True PharmaChem",477,"","Chemical Vendors, Legacy Depositors","http://www.truepharmachem.com","True PharmaChem","true pharmachem inc.","Grace Shen","270 Baldwin Road, E1","Parsippany","NJ",07054,"United States","2010/01/19"
"TubePharm",64,"","Chemical Vendors","http://tubepharm.com/en/index.htm",5536,"Tubepharm(Shanghai)","tube pharm","8th Building , No. 237 XiTai Road, Xuhui District","Shanghai","Shanghai",200231,"China","2014/12/30"
"Twinhang OU",1998,"","Chemical Vendors","http://fluorine.ee",24956,"Twinhang OU","Enoch Sun","Kesklinna linnaosa, Sakala tn 7-2","Tallinn","Harju maakond",10141,"Estonia","2021/09/20"
"Tyger Scientific",4942,"","Chemical Vendors, Legacy Depositors","http://www.TygerSci.com","Tyger Scientific","Tyger Scientific Inc.","Grace Shen","324 Stokes Avenue","Ewing","NJ",08638,"United States","2009/07/07"
"U-M Center for Drug Repurposing",127,"","Research and Development","https://drugrepurposing.umich.edu/",24752,"University of Michigan","Jonathan Sexton","1150 W. Medical Center Dr., MSII, RM 4742H","Ann Arbor","MI",48109,"United States","2021/08/05"
"Uchem Meditech",1720,"","Chemical Vendors, Legacy Depositors","http://www.uchemmed.com/",22112,"Uchem Meditech limited.","Yolanda Wei","Building 4, yangma 6 lane, bantian street, longgang district","Shenzhen","Guangdong",518000,"China","2018/08/15"
"UCL-Wolfson Drug Discovery",8,"","Research and Development","https://www.ucl.ac.uk/wolfson-institute-biomedical-research/dr-edith-chan",11791,"UCL","Edith Chan","Wolfson Institute for Biomedical Research - The Cruciform Building - University College LondonGower","London","","WC1E 6BT","United Kingdom","2015/09/10"
"UCLA Molecular Screening Shared Resource",1407,"","Legacy Depositors, Research and Development","https://www.mssr.ucla.edu/","UCLA Molecular Screening Shared Resource","UCLA","April Pyle","277A BSRB","Los Angeles","CA",90095,"United States","2011/01/20"
"UCSC Chemical Screening Center",23152,"","Legacy Depositors, Research and Development","https://cscenter.pbsci.ucsc.edu/",23331,"UC Santa Cruz","Walter Bray","443 Physical Science Building, UC Santa Cruz, 1156 High Street","Santa Cruz","CA",95064,"United States","2018/12/18"
"UCSF-DeRisi Lab",1,"","Legacy Depositors, Research and Development","https://derisilab.ucsf.edu/",1200,"UCSF","Wesley Wu","Byers Hall, Rm s403c 1700 4th St.","San Francisco","CA",94158,"United States","2013/11/14"
"UMN Masonic Cancer Center Analytical Biochemistry Shared Resource",1,"","Research and Development","https://www.cancer.umn.edu/for-researchers/shared-resources/analytical-biochemistry",23336,"University of Minnesota Masonic  Cancer Center","Scott Walmsley","2231 6th St SE","Minneapolis","MN",55455,"United States","2019/02/19"
"UniCarbKB",1742,"","Curation Efforts, Legacy Depositors, Research and Development","http://www.unicarbkb.org",1071,"Macquarie University","Matthew Campbell","Department of Chemistry and Biomolecular Sciences","Sydney","New South Wales",2109,"Australia","2013/04/06"
"UNITED QUANTUM FACTORY (COC)",4,"","Chemical Vendors","http://www.chemicals.pl",24158,"United Quantum Factory sp. z o.o.","Tomasz Wrotynski","Rogowska 127B","Wroclaw","",54-440,"Poland","2021/08/07"
"University of Iowa High-Throughput Screening Core (UIHTS)",2640,"","Governmental Organizations","https://hts.research.uiowa.edu/",23209,"University of Iowa","Meng Wu","115 S. Grand Ave","Iowa City","IA",52242,"United States","2018/09/26"
"University of Kansas High Throughput Screening Laboratory",459792,"","Research and Development","https://hts.ku.edu/",24983,"University of Kansas","Anuradha Roy","2034 Becker Drive SBC3, HTS laboratory","Lawrence","KS",66047,"United States","2021/10/05"
"University of Pittsburgh Molecular Library Screening Center",1583,"","NIH Initiatives","http://pmlsc.pitt.edu/","University of Pittsburgh Molecular Library Screening Center","University of Pittsburgh","Paul Johnston","3501 Fifth Avenue","Pittsburgh","PA",15260,"United States","2008/09/19"
"Up-Fluorochem",439,"","Chemical Vendors","http://www.upfluorochem.com/",23909,"Shanghai Up-Fluorochem Co., Ltd.","Joe Zou","Zhonggeng Global Creative Center  Lane 166, Minhong Road, Minhang District","Shanghai","Shanghai",202155,"China","2020/04/20"
"UPCMLD",26490,"","Legacy Depositors, Research and Development","http://ccc.chem.pitt.edu/UPCMLD/","UPCMLD","University of Pittsburgh Center for Chemical Methodologies and Library Development","Stefan Werner","219 Parkman Ave, 903 CHVRN","Pittsburgh","PA",15260,"United States","2013/11/16"
"UTHSCSA",12,"","Research and Development","https://www.uthscsa.edu/",11762,"University of texas Health Science Center","Zhonghua Wang","7703 Floyd curl Dr. MC7760","San Antonio","Texas",78229,"United States","2015/07/12"
"UW Madison, Small Molecule Screening Facility",447421,"","Governmental Organizations","https://cancer.wisc.edu/research/",11908,"UW SMSSF","Gene Ananiev","1111 Highland ave, room 6003","Madison","WI",53705,"United States","2020/07/15"
"Valliscor",3,"","Chemical Vendors","http://www.valliscor.com/",12058,"Valliscor","Rich Carter","4033 NW Princess St","Corvallis","OR",97330,"United States","2016/03/18"
"Vanderbilt High Throughput Screening Facility",108184,"","NIH Initiatives","https://www.vanderbilt.edu/hts/","Vanderbilt Screening Center for GPCRs, Ion Channels and Transporters","Vanderbilt University","Paige Vinson","802 Robinson Research Building","Nashville","TN",37232-0146,"United States","2017/02/01"
"Vanderbilt Laboratory for Biosynthetic Studies",4,"","Research and Development","https://biosyntheticstudies.com/",24251,"Vanderbilt University/Department of Chemistry","Brian Bachmann","7300 Stevenson Center","Nashville","TN",37235,"United States","2021/12/17"
"Vanderbilt Specialized Chemistry Center",8581,"","Legacy Depositors, NIH Initiatives","http://www.mc.vanderbilt.edu/centers/mlpcn/index.html","Vanderbilt Specialized Chemistry Center","Vanderbilt University Medical Center","Julie Engers","476 Robinson Research Building","Nashville","TN",37232-6600,"United States","2015/04/09"
"Vanderbilt University Medical Center",71,"","Legacy Depositors, Research and Development","https://www.mc.vanderbilt.edu/","Vanderbilt University Medical Center","Vanderbilt University Medical Center","Graeme Dennis","476 Robinson Research Building","Nashville","TN",37232-6600,"United States","2008/12/01"
"VanderVen Lab, College of Veterinary Medicine, Cornell University",6225,"","Research and Development","https://vandervenlab.com/home/",15607,"Cornell University","Naman Shah","930 Campus Road","Ithaca","NY",14850,"United States","2017/08/08"
"VAV Life Sciences",6,"","Chemical Vendors","https://vav.in/",15325,"VAV Lipids P. Ltd.","Arun Kedia","51/B Mittal Court, 224 Nariman Point","Mumbai","Maharashtra",400021,"India","2016/10/25"
"Vesino Industrial Co., Ltd",16679,"","Chemical Vendors","http://www.vsnchem.com",4459,"Vesino Industrial Co., Ltd.","Jian Liu","Lingyin Road","Nankai","Tianjin",300193,"China","2014/09/23"
"Vichem Chemie Ltd.",1618,"","Chemical Vendors","https://vichemchemie.com",23706,"Vichem Chemie Ltd.","Laszlo Orfi","Herman Otto 15.","Budapest","","H-1022","Hungary","2020/07/10"
"Victor Tsetlin Lab, Institute of Bioorganic Chemistry RAS",6,"","Research and Development","https://www.ibch.ru/en/structure/groups/neurosignalization",2321,"Institute of Bioorganic Chemistry of Russian Academy of Sciences","Denis Kudryavtsev","GSP-7, Ul. Miklukho-Maklaya, 16/10","Moscow","Moscow",117997,"Russia","2014/04/01"
"Victorian Centre for Functional Genomics, Peter MacCallum Cancer Centre",75743,"","Research and Development","https://www.petermac.org/research/core-facilities/victorian-centre-functional-genomics",1154,"Peter MacCallum Cancer Centre","Kaylene Simpson","St Andrews Place","Melbourne","Victoria",3002,"Australia","2021/02/13"
"Vidya Lab, Department of Biotechnology, RV College of Engineering, Bengaluru",1,"","Research and Development","http://vidyaniranjan.co.in",24978,"R V College of Engineering","Vidya Niranjan","R V Vidyaniketan Post, Mysuru Road, Kengeri","Bangalore","Karnataka",560059,"India","2021/10/22"
"VIT University",1,"","Legacy Depositors, Research and Development","https://vit.ac.in/","VIT University","VIT University","Kumar Saurav","SBST, VIT University","Vellore","TamilNadu",632014,"India","2010/12/07"
"Vitas-M Laboratory",1619365,"","Chemical Vendors","https://vitasmlab.biz/","Vitas-M Laboratory","Vitas M Chemical","Irina Ryabushenko","15F, Radio City, 505 Hennessy Road","Causeway Bay","","","Hong Kong","2021/03/02"
"VladaChem",36492,"","Chemical Vendors","https://www.vladachem.com/",15467,"VladaChem GmbH","Crenguta Dordea","Bruhrueckstrasse 14a","Malsch","",76316,"Germany","2020/10/21"
"VTT Technical Research Centre of Finland (CSMA)",1380,"","Chemical Vendors","https://www.vttresearch.com/en",1192,"VTT Technical Research Centre of Finland","Juha Rantala","Itainen pitkakatu 4 C","Turku","Varsinais-Suomi",20520,"Finland","2014/09/10"
"VWR, Part of Avantor",42732,"","Chemical Vendors","https://www.avantorsciences.com/",23514,"Avantor Inc.","Prem Swaroop","Building One, Suite 200, 100 Matsonford Road","Radnor","PA",19087-8660,"United States","2019/12/27"
"W&J PharmaChem products",925,"","Chemical Vendors","http://www.wjpharmachem.com",1305,"W&J PharmaChem, Inc","Warren Wang","10169 New Hampshire Ave","silver spring","Maryland",20903,"United States","2015/07/28"
"Wade Research Foundation",1,"","Research and Development","http://www.wade-research.mynetworksolutions.com",11999,"Wade Research Foundation","David Wade","121 Major Road","Monmouth Junction","New Jersey",08852,"United States","2016/02/22"
"Wagner Laboratory - University of California, San Diego",2,"","Research and Development","https://profiles.ucsd.edu/steven.wagner",24531,"University of California, San Diego","Kevin Rynearson","9500 Gilman Drive, Medical Teaching Facility 152, MC 0624","La Jolla","CA",92093,"United States","2021/01/29"
"Wald Lab, School of Medicine, Case Western Reserve University",799,"","Research and Development","https://case.edu/medicine/pathology/faculty/david-wald",24555,"Case Western Reserve University - Wald Lab","David Wald","2106 Cornell Rd room 3-404","Cleveland","OH",44106,"United States","2021/01/27"
"WashU High Throughput Screening Center",476,"","Research and Development","https://htsc.wustl.edu/",23773,"Washington University","Maxene Ilagan","660 South Euclid Ave","St. Louis","MO",63110,"United States","2019/11/18"
"Watanabe Chemical Ind.",2809,"","Chemical Vendors","https://www.watanabechem.co.jp/en/",23450,"Watanabe Chemical Industries, Ltd.","Saori Hirao","2-2-5 Sakaimachi, Naka-ku","Hiroshima","",730-0853,"Japan","2022/01/14"
"Watec Laboratories",3856,"","Chemical Vendors","http://www.wateclaboratories.com",972,"Watec Laboratories, Inc","Alex Lee","801# Changwu Middle Road","Changzhou","Jiangsu",213164,"China","2017/12/21"
"Watson International Ltd",49,"","Chemical Vendors, Legacy Depositors","https://www.watson-int.com/",774,"Watson International Ltd","Great Zhao","Room 1209, Asia Pacific Plaza, Huaqiao International Business Park,","London","London","WC2A1QU","United Kingdom","2012/08/29"
"Web of Science",20,"","Journal Publishers, Legacy Depositors, Subscription Services","http://isiknowledge.com","Web of Science","Thomson Scientific","Chi-Cheung Chan","3501 Market Street","Philadelphia","PA",19104,"United States","2006/10/06"
"Wenzhou Medical University",9,"","Research and Development","http://www.wmu.edu.cn",4450,"wenzhou medical university","Jian-Guang Wang","nan'ou jingyuan 3#1301","Wenzhou","zhejiang",325035,"China","2014/10/10"
"West Coast Metabolomics Center-UC Davis",540,"","Research and Development","https://metabolomics.ucdavis.edu/",22125,"UC Davis","Oliver Fiehn","451 East Health Science Drive","Davis","CA",95616,"United States","2018/07/11"
"Wiemer Lab",1,"","Research and Development","https://wiemer.lab.uconn.edu/",15268,"University of Connecticut","Andrew Wiemer","69 N Eagleville Rd Unit 3092","Storrs Mansfield","CT",06269,"United States","2016/09/07"
"Wikidata",158016,"","Curation Efforts","https://www.wikidata.org/wiki/Wikidata:Main_Page",23756,"Maastricht University","Egon Willighagen","Universiteitssingel 50","Maastricht","","NL-6200 MD","Netherlands","2019/11/01"
"WikiPathways",1879,"","Research and Development","https://www.wikipathways.org/index.php/WikiPathways",15767,"WikiPathways Project","Egon Willighagen","Universiteitssingel 50","Maastricht","","","Netherlands","2017/09/25"
"Wiley",130181,"","Journal Publishers","https://onlinelibrary.wiley.com/",23690,"Wiley","Ray Bouher","The Atrium, Southern Gate","Chichester","West Sussex","PO19 8SQ","United Kingdom","2019/10/23"
"Wiley Companies (formerly Organic Technologies)",17,"","Chemical Vendors","https://www.wileyco.com/",23469,"Wiley Companies","Stephanie Hammond","545 Walnut St.","Coshocton","OH",43812,"United States","2019/04/17"
"Wilshire Technologies",1731,"","Chemical Vendors","https://www.wilshiretechnologies.com/",11802,"Wilshire Technologies","James Wickenhauser","243 Wall Street","Princeton","New Jersey",08540,"United States","2017/08/03"
